ymd,time,gp,cellA,bioA,cellV,bioV,ocV
YYYYMMDD,HHMMSS,hour,cells*m-2,uL*m-2,cells*L-1,uL*L-1,mg*L-1
19980702,033000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980702,043000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980702,053000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980702,063000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980702,073000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980702,083000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980702,093000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980702,103000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980702,113000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980702,123000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980702,133000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980702,143000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980702,153000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980702,163000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980702,173000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980702,183000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980702,193000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980702,203000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980702,213000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980702,223000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980702,233000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980703,003000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980703,013000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980703,023000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980703,033000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980703,043000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980703,053000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980703,063000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980703,073000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980703,083000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980703,093000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980703,103000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980703,113000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980703,123000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980703,133000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980703,143000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980703,153000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980703,163000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980703,173000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980703,183000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980703,193000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980703,203000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980703,213000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980703,223000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980703,233000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980704,003000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980704,013000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980704,023000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980704,033000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980704,043000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980704,053000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980704,063000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980704,073000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980704,083000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980704,093000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980704,103000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980704,113000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980704,123000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980704,133000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980704,143000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980704,153000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980704,163000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980704,173000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980704,183000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980704,193000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980704,203000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980704,213000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980704,223000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980704,233000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980705,003000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980705,013000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980705,023000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980705,033000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980705,043000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980705,053000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980705,063000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980705,073000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980705,083000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980705,093000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980705,103000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980705,113000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980705,123000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980705,133000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980705,143000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980705,153000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980705,163000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980705,173000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980705,183000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980705,193000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980705,203000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980705,213000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980705,223000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980705,233000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980706,003000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980706,013000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980706,023000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980706,033000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980706,043000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980706,053000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980706,063000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980706,073000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980706,083000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980706,093000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980706,103000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980706,113000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980706,123000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980706,133000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980706,143000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980706,153000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980706,163000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980706,173000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980706,183000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980706,193000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980706,203000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980706,213000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980706,223000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980706,233000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980707,003000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980707,013000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980707,023000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980707,033000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980707,043000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980707,053000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980707,063000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980707,073000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980707,083000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980707,093000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980707,103000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980707,113000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980707,123000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980707,133000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980707,143000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980707,153000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980707,163000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980707,173000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980707,183000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980707,193000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980707,203000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980707,213000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980707,223000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980707,233000,5.000000,6.926123,3.5046181E-05,0.3463061,1.7523091E-06,8.2601830E-02
19980708,003000,6.000000,7.051922,3.5682726E-05,0.3525961,1.7841363E-06,8.2601868E-02
19980708,013000,7.000000,7.180006,3.6330832E-05,0.3590003,1.8165415E-06,8.2601897E-02
19980708,023000,8.000000,7.310416,3.6990707E-05,0.3655208,1.8495354E-06,8.2601935E-02
19980708,033000,9.000000,7.443195,3.7662569E-05,0.3721597,1.8831283E-06,8.2601972E-02
19980708,043000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980708,053000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980708,063000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980708,073000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980708,083000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980708,093000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980708,103000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980708,113000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980708,123000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980708,133000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980708,143000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980708,153000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980708,163000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980708,173000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980708,183000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980708,193000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980708,203000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980708,213000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980708,223000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980708,233000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980709,003000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980709,013000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980709,023000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980709,033000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980709,043000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980709,053000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980709,063000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980709,073000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980709,083000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980709,093000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980709,103000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980709,113000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980709,123000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980709,133000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980709,143000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980709,153000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980709,163000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980709,173000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980709,183000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980709,193000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980709,203000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980709,213000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980709,223000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980709,233000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980710,003000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980710,013000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980710,023000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980710,033000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980710,043000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980710,053000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980710,063000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980710,073000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980710,083000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980710,093000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980710,103000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980710,113000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980710,123000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980710,133000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980710,143000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980710,153000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980710,163000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980710,173000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980710,183000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980710,193000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980710,203000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980710,213000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980710,223000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980710,233000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980711,003000,10.00000,7.578386,3.8346632E-05,0.3789193,1.9173315E-06,8.2602009E-02
19980711,013000,11.00000,7.716032,3.9043120E-05,0.3858016,1.9521560E-06,8.2602039E-02
19980711,023000,12.00000,7.856178,3.9752260E-05,0.3928089,1.9876129E-06,8.2602076E-02
19980711,033000,12.00000,7.856178,3.9752260E-05,0.3928089,1.9876129E-06,8.2602076E-02
19980711,043000,12.00000,7.856178,3.9752260E-05,0.3928089,1.9876129E-06,8.2602076E-02
19980711,053000,12.00000,7.856178,3.9752260E-05,0.3928089,1.9876129E-06,8.2602076E-02
19980711,063000,12.00000,7.856178,3.9752260E-05,0.3928089,1.9876129E-06,8.2602076E-02
19980711,073000,12.00000,7.856178,3.9752260E-05,0.3928089,1.9876129E-06,8.2602076E-02
19980711,083000,12.00000,7.856178,3.9752260E-05,0.3928089,1.9876129E-06,8.2602076E-02
19980711,093000,12.00000,7.856178,3.9752260E-05,0.3928089,1.9876129E-06,8.2602076E-02
19980711,103000,12.00000,7.856178,3.9752260E-05,0.3928089,1.9876129E-06,8.2602076E-02
19980711,113000,12.00000,7.856178,3.9752260E-05,0.3928089,1.9876129E-06,8.2602076E-02
19980711,123000,12.00000,7.856178,3.9752260E-05,0.3928089,1.9876129E-06,8.2602076E-02
19980711,133000,12.00000,7.856178,3.9752260E-05,0.3928089,1.9876129E-06,8.2602076E-02
19980711,143000,12.00000,7.856178,3.9752260E-05,0.3928089,1.9876129E-06,8.2602076E-02
19980711,153000,12.00000,7.856178,3.9752260E-05,0.3928089,1.9876129E-06,8.2602076E-02
19980711,163000,12.00000,7.856178,3.9752260E-05,0.3928089,1.9876129E-06,8.2602076E-02
19980711,173000,12.00000,7.856178,3.9752260E-05,0.3928089,1.9876129E-06,8.2602076E-02
19980711,183000,12.00000,7.856178,3.9752260E-05,0.3928089,1.9876129E-06,8.2602076E-02
19980711,193000,12.00000,7.856178,3.9752260E-05,0.3928089,1.9876129E-06,8.2602076E-02
19980711,203000,12.00000,7.856178,3.9752260E-05,0.3928089,1.9876129E-06,8.2602076E-02
19980711,213000,12.00000,7.856178,3.9752260E-05,0.3928089,1.9876129E-06,8.2602076E-02
19980711,223000,12.00000,7.856178,3.9752260E-05,0.3928089,1.9876129E-06,8.2602076E-02
19980711,233000,12.00000,7.856178,3.9752260E-05,0.3928089,1.9876129E-06,8.2602076E-02
19980712,003000,12.00000,7.856178,3.9752260E-05,0.3928089,1.9876129E-06,8.2602076E-02
19980712,013000,12.00000,7.856178,3.9752260E-05,0.3928089,1.9876129E-06,8.2602076E-02
19980712,023000,12.00000,7.856178,3.9752260E-05,0.3928089,1.9876129E-06,8.2602076E-02
19980712,033000,12.00000,7.856178,3.9752260E-05,0.3928089,1.9876129E-06,8.2602076E-02
19980712,043000,12.00000,7.856178,3.9752260E-05,0.3928089,1.9876129E-06,8.2602076E-02
19980712,053000,12.00000,7.856178,3.9752260E-05,0.3928089,1.9876129E-06,8.2602076E-02
19980712,063000,12.00000,7.856178,3.9752260E-05,0.3928089,1.9876129E-06,8.2602076E-02
19980712,073000,12.00000,7.856178,3.9752260E-05,0.3928089,1.9876129E-06,8.2602076E-02
19980712,083000,12.00000,7.856178,3.9752260E-05,0.3928089,1.9876129E-06,8.2602076E-02
19980712,093000,12.00000,7.856178,3.9752260E-05,0.3928089,1.9876129E-06,8.2602076E-02
19980712,103000,12.00000,7.856178,3.9752260E-05,0.3928089,1.9876129E-06,8.2602076E-02
19980712,113000,12.00000,7.856178,3.9752260E-05,0.3928089,1.9876129E-06,8.2602076E-02
