ymd,time,swe,sst,ssrd,gsnwl
YYYYMMDD,HHMMSS,kg m-2,K,W m-2,kg m-2 s-1
19980701,003000,1500.0,273.1499938964844,0.6513230800628662,0.0
19980701,013000,1500.0,273.1499938964844,0.6192416548728943,0.0
19980701,023000,1500.0,273.1499938964844,0.5155620574951172,0.0
19980701,033000,1500.0,273.1499938964844,0.1404379904270172,0.0
19980701,043000,1500.0,273.1499938964844,0.050972189754247665,0.0
19980701,053000,1500.0,273.1499938964844,0.0,0.0
19980701,063000,1500.0,273.1499938964844,0.0,0.0
19980701,073000,1500.0,273.1499938964844,0.0,0.0
19980701,083000,1500.0,273.1499938964844,0.0,0.0
19980701,093000,1500.0,273.1499938964844,0.0,0.0007577661890536547
19980701,103000,1500.0,273.1499938964844,0.0,0.0007577661890536547
19980701,113000,1500.0,273.1499938964844,0.0,0.0007577661890536547
19980701,123000,1500.0,272.4857177734375,0.0,0.0005609894869849086
19980701,133000,1500.0,272.022216796875,0.0,0.0005609894869849086
19980701,143000,1500.0,271.68731689453125,0.0,0.0005609894869849086
19980701,153000,1500.0,271.4421081542969,0.0,0.0005886875442229211
19980701,163000,1500.0,271.250244140625,0.0,0.0005886875442229211
19980701,173000,1500.0,271.09466552734375,0.0,0.0005886875442229211
19980701,183000,1500.0,271.2447509765625,0.0,0.0007592413458041847
19980701,193000,1500.0,271.325927734375,0.0,0.0007592413458041847
19980701,203000,1500.0,271.36798095703125,0.382717490196228,0.0007592413458041847
19980701,213000,1500.0,271.75762939453125,7.694587707519531,0.000537192216143012
19980701,223000,1500.0,272.0543212890625,11.89278507232666,0.000537192216143012
19980701,233000,1500.0,272.2823486328125,14.581177711486816,0.000537192216143012
19980702,003000,1500.0,272.179443359375,41.224212646484375,0.0002581651497166604
19980702,013000,1500.0,272.1001281738281,39.19847869873047,0.0002581651497166604
19980702,023000,1500.0,272.0002136230469,32.65073013305664,0.0002581651497166604
19980702,033000,1500.0,270.79864501953125,32.86834716796875,2.3852810045355e-05
19980702,043000,1500.0,269.8017272949219,12.014958381652832,2.3852810045355e-05
19980702,053000,1500.0,268.99468994140625,0.0,2.3852810045355e-05
19980702,063000,1500.0,267.2355041503906,0.0,0.0
19980702,073000,1500.0,265.9696044921875,0.0,0.0
19980702,083000,1500.0,265.02923583984375,0.0,0.0
19980702,093000,1500.0,263.5998840332031,0.0,0.0
19980702,103000,1500.0,262.5223693847656,0.0,0.0
19980702,113000,1500.0,261.6816101074219,0.0,0.0
19980702,123000,1500.0,259.3001403808594,0.0,0.0
19980702,133000,1500.0,257.5151672363281,0.0,0.0
19980702,143000,1500.0,256.133544921875,0.0,0.0
19980702,153000,1500.0,254.37557983398438,0.0,0.0
19980702,163000,1500.0,252.9898681640625,0.0,0.0
19980702,173000,1500.0,251.8618927001953,0.0,0.0
19980702,183000,1500.0,250.73316955566406,0.0,0.0
19980702,193000,1500.0,249.78550720214844,0.0,0.0
19980702,203000,1500.0,249.2974395751953,34.095943450927734,0.0
19980702,213000,1500.0,251.72467041015625,172.01336669921875,0.0
19980702,223000,1500.0,254.2517547607422,265.4291687011719,0.0
19980702,233000,1500.0,256.5726013183594,325.25128173828125,0.0
19980703,003000,1500.0,259.4392395019531,364.7067565917969,0.0
19980703,013000,1500.0,261.29901123046875,346.83135986328125,0.0
19980703,023000,1500.0,262.1001892089844,289.04351806640625,0.0
19980703,033000,1500.0,261.39141845703125,132.1853790283203,0.0
19980703,043000,1500.0,260.21502685546875,48.69352340698242,0.0
19980703,053000,1500.0,258.96319580078125,0.0,0.0
19980703,063000,1500.0,257.9730529785156,0.0,0.0
19980703,073000,1500.0,257.2715759277344,0.0,0.0
19980703,083000,1500.0,256.7625427246094,0.0,0.0
19980703,093000,1500.0,256.216796875,0.0,0.0
19980703,103000,1500.0,255.8054656982422,0.0,0.0
19980703,113000,1500.0,255.48562622070312,0.0,0.0
19980703,123000,1500.0,255.41033935546875,0.0,0.0
19980703,133000,1500.0,255.32875061035156,0.0,0.0
19980703,143000,1500.0,255.2447967529297,0.0,0.0
19980703,153000,1500.0,256.32598876953125,0.0,0.0
19980703,163000,1500.0,257.0711364746094,0.0,0.0
19980703,173000,1500.0,257.5921630859375,0.0,0.0
19980703,183000,1500.0,258.5298767089844,0.0,0.0
19980703,193000,1500.0,259.2025146484375,0.0,0.0
19980703,203000,1500.0,259.83758544921875,15.53715991973877,0.0
19980703,213000,1500.0,261.7795715332031,118.7213363647461,0.0
19980703,223000,1500.0,263.77667236328125,182.87081909179688,0.0
19980703,233000,1500.0,265.6134033203125,223.95233154296875,0.0
19980704,003000,1500.0,267.8815002441406,263.0833435058594,0.0
19980704,013000,1500.0,269.4259948730469,250.2245330810547,0.0
19980704,023000,1500.0,270.22296142578125,208.64781188964844,0.0
19980704,033000,1500.0,269.3906555175781,94.08138275146484,0.0
19980704,043000,1500.0,268.3943176269531,34.94355010986328,0.0
19980704,053000,1500.0,267.4434509277344,0.0,0.0
19980704,063000,1500.0,265.97979736328125,0.0,0.0
19980704,073000,1500.0,264.9978942871094,0.0,1.7371809008182026e-05
19980704,083000,1500.0,264.32977294921875,0.0,1.7371809008182026e-05
19980704,093000,1500.0,263.6334533691406,0.0,0.0
19980704,103000,1500.0,263.1412048339844,0.0,0.0
19980704,113000,1500.0,262.78424072265625,0.0,0.0
19980704,123000,1500.0,262.71307373046875,0.0,0.0
19980704,133000,1500.0,262.6455078125,0.0,0.0
19980704,143000,1500.0,262.58221435546875,0.0,0.0
19980704,153000,1500.0,261.9892578125,0.0,0.0
