YMD,time,swe,sst,ssrd,gsnwl
,,kg m-2,K,W m-2,kg m-2 s-1
20120101,003000,3000.0,269.76043701171875,264.3521728515625,0.0
20120101,013000,2999.999755859375,268.2621154785156,328.0570373535156,0.0
20120101,023000,2999.999755859375,267.58050537109375,358.1242980957031,0.0
20120101,033000,3000.0,267.7482604980469,371.7304992675781,2.3693226467003115e-05
20120101,043000,3000.0,267.5625915527344,328.57464599609375,2.3693226467003115e-05
20120101,053000,3000.0,266.8169860839844,251.12979125976562,2.3693226467003115e-05
20120101,063000,3000.0,264.8119812011719,86.06245422363281,6.039985237293877e-05
20120101,073000,3000.0,262.8536376953125,15.603922843933105,6.039985237293877e-05
20120101,083000,3000.0,261.33428955078125,0.0,6.039985237293877e-05
20120101,093000,3000.0,261.2060546875,0.0,4.8467099986737594e-05
20120101,103000,3000.0,261.0783386230469,0.0,4.8467099986737594e-05
20120101,113000,3000.0,260.95343017578125,0.0,4.8467099986737594e-05
20120101,123000,3000.0,260.61004638671875,0.0,8.547392644686624e-05
20120101,133000,3000.0,260.3365173339844,0.0,8.547392644686624e-05
20120101,143000,3000.0,260.1114501953125,0.0,8.547392644686624e-05
20120101,153000,3000.0,260.422119140625,0.0,0.0002507374156266451
20120101,163000,3000.0,260.6078186035156,0.0,0.0002507374156266451
20120101,173000,3000.0,260.7136535644531,0.0,0.0002507374156266451
20120101,183000,3000.0,260.6531066894531,0.0,0.0003455221594776958
20120101,193000,3000.0,260.59375,0.0,0.0003455221594776958
20120101,203000,3000.0,260.5364990234375,0.0,0.0003455221594776958
20120101,213000,3000.0,260.55706787109375,0.0,0.0002880381653085351
20120101,223000,3000.0,260.667724609375,12.99170207977295,0.0002880381653085351
20120101,233000,3000.0,260.9549865722656,39.765567779541016,0.0002880381653085351
20120102,003000,3000.0,261.8875732421875,150.55235290527344,0.00011608743807300925
20120102,013000,3000.0,262.84375,186.75225830078125,0.00011608743807300925
20120102,023000,3000.0,263.6709289550781,203.8387908935547,0.00011608743807300925
20120102,033000,3000.0,264.4763488769531,222.13206481933594,0.00010384665074525401
20120102,043000,3000.0,264.8522644042969,196.390380859375,0.00010384665074525401
20120102,053000,3000.0,264.7621765136719,150.19422912597656,0.00010384665074525401
20120102,063000,3000.0,263.2105712890625,50.491943359375,7.459295011358336e-05
20120102,073000,3000.0,261.8034973144531,9.260170936584473,7.459295011358336e-05
20120102,083000,3000.0,260.7334289550781,0.0,7.459295011358336e-05
20120102,093000,3000.0,259.5911865234375,0.0,0.0
20120102,103000,3000.0,258.7554626464844,0.0,0.0
20120102,113000,3000.0,258.12493896484375,0.0,0.0
20120102,123000,3000.0,257.5766906738281,0.0,0.0
20120102,133000,3000.0,257.1440124511719,0.0,0.0
20120102,143000,3000.0,256.7917785644531,0.0,0.0
20120102,153000,3000.0,255.71969604492188,0.0,0.0
20120102,163000,3000.0,254.9054718017578,0.0,0.0
20120102,173000,3000.0,254.2668914794922,0.0,0.0
20120102,183000,3000.0,253.82369995117188,0.0,0.0
20120102,193000,3000.0,253.4438934326172,0.0,0.0
20120102,203000,3000.0,253.11045837402344,0.0,0.0
20120102,213000,3000.0,252.98631286621094,0.0,0.0
20120102,223000,3000.0,253.18533325195312,37.71690368652344,0.0
20120102,233000,3000.0,253.95872497558594,114.65628051757812,0.0
20120103,003000,3000.0,255.8081512451172,329.9183654785156,0.0
20120103,013000,3000.0,257.827392578125,409.0517578125,0.0
20120103,023000,3000.0,259.6045227050781,446.4052734375,0.0
20120103,033000,3000.0,260.85809326171875,422.2692565917969,0.0
20120103,043000,3000.0,261.381591796875,373.4313659667969,0.0
20120103,053000,3000.0,261.06903076171875,285.7834167480469,0.0
20120103,063000,3000.0,259.578857421875,75.46330261230469,0.0
20120103,073000,3000.0,258.0327453613281,14.019610404968262,0.0
20120103,083000,3000.0,256.82818603515625,0.0,0.0
20120103,093000,3000.0,255.53746032714844,0.0,0.0
20120103,103000,3000.0,254.59645080566406,0.0,0.0
20120103,113000,3000.0,253.89089965820312,0.0,0.0
20120103,123000,3000.0,253.5763397216797,0.0,9.23488405533135e-05
20120103,133000,3000.0,253.3037872314453,0.0,9.23488405533135e-05
20120103,143000,3000.0,253.06491088867188,0.0,9.23488405533135e-05
20120103,153000,3000.0,252.88845825195312,0.0,0.00012174794392194599
20120103,163000,3000.0,252.7220001220703,0.0,0.00012174794392194599
20120103,173000,3000.0,252.56553649902344,0.0,0.00012174794392194599
20120103,183000,3000.0,252.88967895507812,0.0,0.00015232794976327568
20120103,193000,3000.0,253.0875244140625,0.0,0.00015232794976327568
20120103,203000,3000.0,253.203125,0.0,0.00015232794976327568
20120103,213000,3000.0,253.90536499023438,0.0,0.00025467260275036097
20120103,223000,3000.0,254.59373474121094,24.40086555480957,0.00025467260275036097
20120103,233000,3000.0,255.4853973388672,73.6318588256836,0.00025467260275036097
20120104,003000,3000.0,257.27117919921875,147.6641387939453,0.0002908216556534171
20120104,013000,3000.0,258.8450622558594,182.98789978027344,0.0002908216556534171
20120104,023000,3000.0,260.1372985839844,199.66282653808594,0.0002908216556534171
20120104,033000,3000.0,260.9213562011719,181.9805908203125,0.00028659484814852476
20120104,043000,3000.0,261.3804931640625,160.9784698486328,0.00028659484814852476
20120104,053000,3000.0,261.4801330566406,123.28521728515625,0.00028659484814852476
20120104,063000,3000.0,259.9880065917969,50.4705810546875,0.0001850388216553256
20120104,073000,3000.0,258.6558837890625,9.505809783935547,0.0001850388216553256
20120104,083000,3000.0,257.65716552734375,0.0,0.0001850388216553256
20120104,093000,3000.0,256.6305847167969,0.0,9.59648605203256e-05
20120104,103000,3000.0,255.88748168945312,0.0,9.59648605203256e-05
20120104,113000,3000.0,255.33360290527344,0.0,9.59648605203256e-05
20120104,123000,3000.0,254.87960815429688,0.0,4.2891395423794165e-05
20120104,133000,3000.0,254.52737426757812,0.0,4.2891395423794165e-05
20120104,143000,3000.0,254.2454071044922,0.0,4.2891395423794165e-05
20120104,153000,3000.0,253.2723388671875,0.0,5.923307980992831e-05
20120104,163000,3000.0,252.5355987548828,0.0,5.923307980992831e-05
20120104,173000,3000.0,251.95953369140625,0.0,5.923307980992831e-05
20120104,183000,3000.0,251.52354431152344,0.0,7.825666398275644e-05
20120104,193000,3000.0,251.1596221923828,0.0,7.825666398275644e-05
20120104,203000,3000.0,250.84762573242188,0.0,7.825666398275644e-05
20120104,213000,3000.0,251.24227905273438,0.0,8.071877527981997e-05
20120104,223000,3000.0,251.74649047851562,31.8253116607666,8.071877527981997e-05
20120104,233000,3000.0,252.60011291503906,95.28484344482422,8.071877527981997e-05
20120105,003000,3000.0,254.33387756347656,268.22552490234375,6.5108913986478e-05
20120105,013000,3000.0,256.0863037109375,332.2044982910156,6.5108913986478e-05
20120105,023000,3000.0,257.5929260253906,362.4081115722656,6.5108913986478e-05
20120105,033000,3000.0,258.61712646484375,380.0506896972656,4.4681546569336206e-05
20120105,043000,3000.0,259.0237731933594,336.2904052734375,4.4681546569336206e-05
20120105,053000,3000.0,258.7047119140625,257.74945068359375,4.4681546569336206e-05
20120105,063000,3000.0,256.6072082519531,102.78616333007812,0.0
20120105,073000,3000.0,254.44235229492188,19.640378952026367,0.0
20120105,083000,3000.0,252.72508239746094,0.0,0.0
20120105,093000,3000.0,251.7139434814453,0.0,0.0
20120105,103000,3000.0,250.9475555419922,0.0,0.0
20120105,113000,3000.0,250.34841918945312,0.0,0.0
20120105,123000,3000.0,249.76620483398438,0.0,0.0
20120105,133000,3000.0,249.293701171875,0.0,0.0
20120105,143000,3000.0,248.89820861816406,0.0,0.0
20120105,153000,3000.0,248.04922485351562,0.0,0.0
20120105,163000,3000.0,247.37986755371094,0.0,0.0
20120105,173000,3000.0,246.83575439453125,0.0,0.0
20120105,183000,3000.0,246.29592895507812,0.0,0.0
20120105,193000,3000.0,245.84317016601562,0.0,0.0
20120105,203000,3000.0,245.4534149169922,0.0,0.0
20120105,213000,3000.0,246.5989227294922,0.0,2.5667681256891228e-05
20120105,223000,3000.0,247.70449829101562,36.69803237915039,2.5667681256891228e-05
